MIN=0	0	0	-0.1	0	0	
MAX=15	30	10	13	30	5	
SCALE=5	10	5	5	10	1	
DEC=1	2	2	2	2	2	
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Collector Current" I_A / nA	"Acceleration Voltage" U_2 / V	"Frequency" f / Hz	
0	0.45	0.065	0.065	4.5	NAN	
0.1	0.015	0.25	0.25	0.15	NAN	
0.2	0.09	0.22	0.22	0.9	NAN	
0.3	0.06	0.28	0.28	0.6	NAN	
0.4	0.09	0.29	0.29	0.9	NAN	
0.5	0.12	0.155	0.155	1.2	NAN	
0.6	0.15	0.145	0.145	1.5	NAN	
0.7	0.165	0.15	0.15	1.65	NAN	
0.8	0.195	0.175	0.175	1.95	NAN	
0.9	0.225	0.19	0.19	2.25	NAN	
1	0.255	0.195	0.195	2.55	NAN	
1.1	0.285	0.395	0.395	2.85	NAN	
1.2	0.315	0.445	0.445	3.15	NAN	
1.3	0.33	0.515	0.515	3.3	NAN	
1.4	0.36	0.63	0.63	3.6	NAN	
1.5	0.39	0.765	0.765	3.9	NAN	
1.6	0.42	0.98	0.98	4.2	NAN	
1.7	0.435	1.12	1.12	4.35	NAN	
1.8	0.465	1.45	1.45	4.65	NAN	
1.9	0.48	1.8	1.8	4.8	NAN	
2	0.51	2.185	2.185	5.1	NAN	
2.1	0.54	2.38	2.38	5.4	NAN	
2.2	0.57	2.25	2.25	5.7	NAN	
2.3	0.6	1.96	1.96	6	NAN	
2.4	0.63	1.47	1.47	6.3	NAN	
2.5	0.645	1.055	1.055	6.45	NAN	
2.6	0.675	0.79	0.79	6.75	NAN	
2.7	0.705	0.675	0.675	7.05	NAN	
2.8	0.735	0.695	0.695	7.35	NAN	
2.9	0.765	0.605	0.605	7.65	NAN	
3	0.765	0.815	0.815	7.65	NAN	
3.1	0.795	0.965	0.965	7.95	NAN	
3.2	0.825	1.34	1.34	8.25	NAN	
3.3	0.855	1.72	1.72	8.55	NAN	
3.4	0.885	2.13	2.13	8.85	NAN	
3.5	0.915	2.815	2.815	9.15	NAN	
3.6	0.93	3.465	3.465	9.3	NAN	
3.7	0.96	4.16	4.16	9.6	NAN	
3.8	0.99	4.875	4.875	9.9	NAN	
3.9	1.02	5.365	5.365	10.2	NAN	
4	1.035	5.195	5.195	10.35	NAN	
4.1	1.065	4.43	4.43	10.65	NAN	
4.2	1.095	3.22	3.22	10.95	NAN	
4.3	1.11	2.155	2.155	11.1	NAN	
4.4	1.14	1.3	1.3	11.4	NAN	
4.5	1.17	0.96	0.96	11.7	NAN	
4.6	1.185	0.94	0.94	11.85	NAN	
4.7	1.215	1.03	1.03	12.15	NAN	
4.8	1.245	1.175	1.175	12.45	NAN	
4.9	1.275	1.5	1.5	12.75	NAN	
5	1.305	1.96	1.96	13.05	NAN	
5.1	1.32	2.485	2.485	13.2	NAN	
5.2	1.35	2.91	2.91	13.5	NAN	
5.3	1.38	3.635	3.635	13.8	NAN	
5.4	1.41	4.46	4.46	14.1	NAN	
5.5	1.44	5.425	5.425	14.4	NAN	
5.6	1.455	6.42	6.42	14.55	NAN	
5.7	1.47	7.365	7.365	14.7	NAN	
5.8	1.5	8.205	8.205	15	NAN	
5.9	1.53	8.06	8.06	15.3	NAN	
6	1.56	7.035	7.035	15.6	NAN	
6.1	1.575	5.32	5.32	15.75	NAN	
6.2	1.605	3.775	3.775	16.05	NAN	
6.3	1.635	2.615	2.615	16.35	NAN	
6.4	1.665	1.65	1.65	16.65	NAN	
6.5	1.695	1.335	1.335	16.95	NAN	
6.6	1.71	1.31	1.31	17.1	NAN	
6.7	1.74	1.555	1.555	17.4	NAN	
6.8	1.77	1.91	1.91	17.7	NAN	
6.9	1.785	2.47	2.47	17.85	NAN	
7	1.815	3.13	3.13	18.15	NAN	
7.1	1.845	4.095	4.095	18.45	NAN	
7.2	1.86	5.06	5.06	18.6	NAN	
7.3	1.89	6.16	6.16	18.9	NAN	
7.4	1.92	7.425	7.425	19.2	NAN	
7.5	1.95	8.545	8.545	19.5	NAN	
7.6	1.965	9.775	9.775	19.65	NAN	
7.7	1.995	10.245	10.245	19.95	NAN	
7.8	2.025	10.245	10.245	20.25	NAN	
7.9	2.055	9.765	9.765	20.55	NAN	
8	2.085	8.14	8.14	20.85	NAN	
8.1	2.1	6.475	6.475	21	NAN	
8.2	2.115	4.825	4.825	21.15	NAN	
8.3	2.145	3.545	3.545	21.45	NAN	
8.4	2.175	2.695	2.695	21.75	NAN	
8.5	2.205	2.37	2.37	22.05	NAN	
8.6	2.22	2.395	2.395	22.2	NAN	
8.7	2.25	2.61	2.61	22.5	NAN	
8.8	2.28	3.125	3.125	22.8	NAN	
8.9	2.31	3.86	3.86	23.1	NAN	
9	2.34	4.76	4.76	23.4	NAN	
9.1	2.355	5.87	5.87	23.55	NAN	
9.2	2.385	7.135	7.135	23.85	NAN	
9.3	2.415	8.77	8.77	24.15	NAN	
9.4	2.445	10.125	10.125	24.45	NAN	
9.5	2.46	10.245	10.245	24.6	NAN	
9.6	2.475	10.245	10.245	24.75	NAN	
9.7	2.505	10.245	10.245	25.05	NAN	
9.8	2.535	10.245	10.245	25.35	NAN	
9.9	2.565	10.245	10.245	25.65	NAN	
10	2.595	10.13	10.13	25.95	NAN	
10.1	2.61	8.225	8.225	26.1	NAN	
10.2	2.64	6.505	6.505	26.4	NAN	
10.3	2.67	5.23	5.23	26.7	NAN	
10.4	2.7	4.31	4.31	27	NAN	
10.5	2.73	4.06	4.06	27.3	NAN	
10.6	2.745	4	4	27.45	NAN	
10.7	2.775	4.03	4.03	27.75	NAN	
10.8	2.79	4.96	4.96	27.9	NAN	
10.9	2.82	5.79	5.79	28.2	NAN	
11	2.85	6.71	6.71	28.5	NAN	
11.1	2.865	8.03	8.03	28.65	NAN	
11.2	2.895	9.585	9.585	28.95	NAN	
11.3	2.925	10.245	10.245	29.25	NAN	
11.4	2.955	10.245	10.245	29.55	NAN	
11.5	2.97	10.245	10.245	29.7	NAN	
11.6	3	10.245	10.245	30	NAN	
11.7	3.03	10.245	10.245	30.3	NAN	
11.8	3.06	10.245	10.245	30.6	NAN	
11.9	3.09	10.245	10.245	30.9	NAN	
12	3.09	10.245	10.245	30.9	NAN	
12.1	3.12	10.245	10.245	31.2	NAN	
12.2	3.15	9.605	9.605	31.5	NAN	
12.3	3.18	8.3	8.3	31.8	NAN	
12.4	3.195	8.265	8.265	31.95	NAN	
12.5	3.195	8.285	8.285	31.95	NAN	
12.6	3.195	8.26	8.26	31.95	NAN	
12.7	3.195	8.265	8.265	31.95	NAN	
12.8	3.195	8.305	8.305	31.95	NAN	
12.9	3.195	8.25	8.25	31.95	NAN	
13	3.195	8.245	8.245	31.95	NAN	
13.1	3.195	8.265	8.265	31.95	NAN	
13.2	3.195	8.395	8.395	31.95	NAN	
13.3	3.195	8.26	8.26	31.95	NAN	
13.4	3.195	8.25	8.25	31.95	NAN	
13.5	3.195	8.235	8.235	31.95	NAN	
13.6	3.195	8.26	8.26	31.95	NAN	
