13.5	3.195	7.045	7.045	31.95	NAN	
13.6	3.195	7.02	7.02	31.95	NAN	
13.7	3.195	7.06	7.06	31.95	NAN	
13.8	3.195	7.075	7.075	31.95	NAN	
13.9	3.195	7.105	7.105	31.95	NAN	
14	3.195	7.1	7.1	31.95	NAN	
14.1	3.195	7.06	7.06	31.95	NAN	
14.2	3.195	7.09	7.09	31.95	NAN	
14.3	3.195	7.08	7.08	31.95	NAN	
14.4	3.195	7.475	7.475	31.95	NAN	
14.5	3.195	7.045	7.045	31.95	NAN	
14.6	3.195	7.045	7.045	31.95	NAN	
14.7	3.195	7.065	7.065	31.95	NAN	
14.8	3.195	7.02	7.02	31.95	NAN	
14.9	3.195	7.06	7.06	31.95	NAN	
15	3.195	7.09	7.09	31.95	NAN	
