9.46	0.535	0.3	0.17
12	0.311	0.3	0.058
15.3	0.294	0.3	0.052
18.3	0.38	0.3	0.087
21.5	0.269	0.3	0.043
25.3	0.256	0.3	0.039
29.2	0.258	0.3	0.04
33.1	0.251	0.3	0.038
37	0.26	0.3	0.041
41.2	0.218	0.3	0.028
45.9	0.215	0.3	0.028
50.7	0.202	0.3	0.024
55.8	0.19	0.3	0.022
61.2	0.178	0.3	0.019
66.9	0.175	0.3	0.018
72.8	0.164	0.3	0.016
79.6	0.133	0.3	0.011
87.3	0.126	0.3	0.0096
95.6	0.116	0.3	0.0081
105	0.106	0.3	0.0068
115	0.0862	0.3	0.0045
126	0.107	0.3	0.0069
138	0.0686	0.3	0.0028
154	0.0515	0.3	0.0016
175	0.0447	0.3	0.0012
202	0.0329	0.3	0.00065
245	0.0176	0.3	0.00019
