9.7	0.478	0.3	0.14
12.5	0.289	0.3	0.05
15.8	0.321	0.3	0.062
18.9	0.316	0.3	0.06
22.4	0.265	0.3	0.042
25.9	0.299	0.3	0.054
29.6	0.25	0.3	0.037
33.5	0.27	0.3	0.044
37.4	0.24	0.3	0.035
41.8	0.212	0.3	0.027
46.4	0.229	0.3	0.032
50.9	0.214	0.3	0.027
56.1	0.175	0.3	0.018
61.8	0.176	0.3	0.019
67.8	0.159	0.3	0.015
74.2	0.15	0.3	0.014
81.2	0.136	0.3	0.011
89	0.123	0.3	0.0091
97.5	0.112	0.3	0.0075
107	0.0994	0.3	0.0059
118	0.0911	0.3	0.005
130	0.0769	0.3	0.0036
144	0.0632	0.3	0.0024
162	0.05	0.3	0.0015
184	0.042	0.3	0.0011
213	0.0293	0.3	0.00051
259	0.0171	0.3	0.00017
