8.62	0.261	0.3	0.041
12.2	0.295	0.3	0.052
15.9	0.25	0.3	0.037
19.9	0.247	0.3	0.037
24.2	0.22	0.3	0.029
29	0.198	0.3	0.023
33.9	0.217	0.3	0.028
38.4	0.229	0.3	0.032
43.4	0.177	0.3	0.019
49	0.179	0.3	0.019
55.2	0.146	0.3	0.013
62.2	0.141	0.3	0.012
69.8	0.122	0.3	0.0089
77.1	0.158	0.3	0.015
85.7	0.0922	0.3	0.0051
95.4	0.116	0.3	0.0081
106	0.0802	0.3	0.0039
119	0.0737	0.3	0.0033
130	0.129	0.3	0.01
145	0.0424	0.3	0.0011
172	0.0333	0.3	0.00067
200	0.0389	0.3	0.00091
238	0.0199	0.3	0.00024
304	0.0122	0.3	8.9e-05
