6.13	0.483	0.3	0.14
8.93	0.283	0.3	0.048
11.9	0.403	0.3	0.098
15.1	0.26	0.3	0.041
18.2	0.431	0.3	0.11
21.5	0.234	0.3	0.033
24.9	0.377	0.3	0.085
28.5	0.223	0.3	0.03
32.4	0.296	0.3	0.053
36.4	0.221	0.3	0.029
40.9	0.226	0.3	0.031
45.5	0.204	0.3	0.025
50.2	0.225	0.3	0.03
54.9	0.204	0.3	0.025
59.6	0.215	0.3	0.028
64.9	0.172	0.3	0.018
71.6	0.132	0.3	0.01
78.6	0.152	0.3	0.014
85.9	0.127	0.3	0.0096
93.6	0.132	0.3	0.01
102	0.103	0.3	0.0064
112	0.11	0.3	0.0072
122	0.089	0.3	0.0048
133	0.0858	0.3	0.0044
149	0.0495	0.3	0.0015
167	0.0616	0.3	0.0023
189	0.0379	0.3	0.00086
220	0.0274	0.3	0.00045
262	0.0211	0.3	0.00027
342	0.00886	0.3	4.7e-05
