5.45	0.358	0.3	0.077
8.06	0.408	0.3	0.1
10.8	0.332	0.3	0.066
13.4	0.457	0.3	0.13
16.5	0.251	0.3	0.038
19.8	0.375	0.3	0.084
22.6	0.337	0.3	0.068
25.9	0.282	0.3	0.048
29.2	0.318	0.3	0.061
32.6	0.284	0.3	0.048
36.6	0.216	0.3	0.028
40.7	0.292	0.3	0.051
44.7	0.211	0.3	0.027
49.3	0.23	0.3	0.032
53.5	0.238	0.3	0.034
58.3	0.186	0.3	0.021
63.5	0.207	0.3	0.026
68.3	0.208	0.3	0.026
74	0.152	0.3	0.014
80.8	0.143	0.3	0.012
87.5	0.154	0.3	0.014
94.7	0.128	0.3	0.0098
102	0.142	0.3	0.012
111	0.0859	0.3	0.0044
122	0.107	0.3	0.0069
132	0.102	0.3	0.0062
144	0.0625	0.3	0.0023
161	0.0604	0.3	0.0022
179	0.0517	0.3	0.0016
204	0.0317	0.3	0.0006
236	0.0307	0.3	0.00056
291	0.013	0.3	0.0001
