0.3	-0.03	0.15	0.005
0.45	-0.025	0.15	0.005
0.75	-0.005	0.15	0.005
1.05	-0.02	0.15	0.005
1.35	-0.015	0.15	0.005
1.5	-0.01	0.15	0.005
1.8	-0.01	0.15	0.005
2.1	0.025	0.15	0.005
2.4	0	0.15	0.005
2.7	0.005	0.15	0.005
3	0.05	0.15	0.005
3.3	0.025	0.15	0.005
3.45	0.05	0.15	0.005
3.75	0.095	0.15	0.005
4.05	0.235	0.15	0.005
4.35	0.235	0.15	0.005
4.5	0.605	0.15	0.005
4.8	0.775	0.15	0.005
5.1	1.065	0.15	0.005
5.25	1.395	0.15	0.005
5.55	1.38	0.15	0.005
5.85	1.185	0.15	0.005
6.15	0.925	0.15	0.005
6.45	0.57	0.15	0.005
6.6	0.33	0.15	0.005
6.9	0.275	0.15	0.005
7.2	0.125	0.15	0.005
7.5	0.16	0.15	0.005
7.8	0.13	0.15	0.005
7.95	0.275	0.15	0.005
8.1	0.24	0.15	0.005
8.4	0.575	0.15	0.005
8.7	0.865	0.15	0.005
9	1.22	0.15	0.005
9.3	1.66	0.15	0.005
9.6	2.16	0.15	0.005
9.75	2.72	0.15	0.005
10.05	3.305	0.15	0.005
10.35	3.5	0.15	0.005
10.65	3.28	0.15	0.005
10.95	2.45	0.15	0.005
11.1	1.63	0.15	0.005
11.25	1.005	0.15	0.005
11.55	0.48	0.15	0.005
11.85	0.405	0.15	0.005
12.15	0.225	0.15	0.005
12.45	0.245	0.15	0.005
12.6	0.44	0.15	0.005
12.9	0.645	0.15	0.005
13.2	0.855	0.15	0.005
13.5	1.255	0.15	0.005
13.8	1.75	0.15	0.005
13.95	2.4	0.15	0.005
14.25	3.06	0.15	0.005
14.55	3.905	0.15	0.005
14.7	4.7	0.15	0.005
15	5.335	0.15	0.005
15.15	5.56	0.15	0.005
15.45	5.01	0.15	0.005
15.75	3.93	0.15	0.005
16.05	2.805	0.15	0.005
16.35	1.855	0.15	0.005
16.5	1.135	0.15	0.005
16.8	0.78	0.15	0.005
17.1	0.515	0.15	0.005
17.4	0.595	0.15	0.005
17.7	0.65	0.15	0.005
17.85	0.915	0.15	0.005
18	1.39	0.15	0.005
18.3	1.775	0.15	0.005
18.6	2.595	0.15	0.005
18.9	3.34	0.15	0.005
19.2	4.345	0.15	0.005
19.35	5.385	0.15	0.005
19.65	6.44	0.15	0.005
19.95	7.27	0.15	0.005
20.25	7.575	0.15	0.005
20.4	7.115	0.15	0.005
20.7	6.145	0.15	0.005
21	4.805	0.15	0.005
21.3	3.52	0.15	0.005
21.45	2.505	0.15	0.005
21.6	1.515	0.15	0.005
21.9	1.23	0.15	0.005
22.2	1.055	0.15	0.005
22.5	1.075	0.15	0.005
22.8	1.31	0.15	0.005
22.95	1.725	0.15	0.005
23.25	2.365	0.15	0.005
23.55	3.07	0.15	0.005
23.85	4.02	0.15	0.005
24.15	5.165	0.15	0.005
24.3	6.325	0.15	0.005
24.6	7.58	0.15	0.005
24.75	8.7	0.15	0.005
25.05	9.145	0.15	0.005
25.35	9.275	0.15	0.005
25.5	8.525	0.15	0.005
25.8	7.435	0.15	0.005
26.1	6.035	0.15	0.005
26.4	4.685	0.15	0.005
26.7	3.48	0.15	0.005
26.85	2.75	0.15	0.005
27.15	2.145	0.15	0.005
27.45	1.935	0.15	0.005
27.75	1.955	0.15	0.005
28.05	2.165	0.15	0.005
28.05	2.805	0.15	0.005
28.35	3.48	0.15	0.005
28.65	4.415	0.15	0.005
28.95	5.62	0.15	0.005
29.25	6.895	0.15	0.005
29.4	8.31	0.15	0.005
29.7	9.65	0.15	0.005
30	10.245	0.15	0.005
30.3	10.245	0.15	0.005
30.45	10.245	0.15	0.005
30.75	10.245	0.15	0.005
31.05	9.19	0.15	0.005
31.35	7.65	0.15	0.005
31.5	6.57	0.15	0.005
31.8	5.5	0.15	0.005
31.95	5.23	0.15	0.005
