1.2	-0.06	0.15	0.005
1.5	-0.055	0.15	0.005
1.8	-0.06	0.15	0.005
2.1	-0.06	0.15	0.005
2.4	-0.06	0.15	0.005
2.7	-0.04	0.15	0.005
3	-0.06	0.15	0.005
3.15	-0.06	0.15	0.005
3.45	-0.06	0.15	0.005
3.75	-0.04	0.15	0.005
4.05	-0.02	0.15	0.005
4.35	0.045	0.15	0.005
4.5	0.145	0.15	0.005
4.65	0.645	0.15	0.005
4.95	0.69	0.15	0.005
5.25	1.155	0.15	0.005
5.55	1.26	0.15	0.005
5.85	1.18	0.15	0.005
6	0.66	0.15	0.005
6.3	0.25	0.15	0.005
6.6	0.035	0.15	0.005
6.9	0	0.15	0.005
7.2	-0.005	0.15	0.005
7.5	-0.035	0.15	0.005
7.65	-0.005	0.15	0.005
7.95	0.01	0.15	0.005
8.1	0.1	0.15	0.005
8.4	0.165	0.15	0.005
8.7	0.545	0.15	0.005
8.85	1.02	0.15	0.005
9.15	1.47	0.15	0.005
9.45	2.08	0.15	0.005
9.75	2.84	0.15	0.005
10.05	3.54	0.15	0.005
10.35	3.92	0.15	0.005
10.5	3.89	0.15	0.005
10.8	3.08	0.15	0.005
11.1	1.865	0.15	0.005
11.4	1.15	0.15	0.005
11.55	0.47	0.15	0.005
11.7	0.135	0.15	0.005
12	0.08	0.15	0.005
12.3	0.025	0.15	0.005
12.6	0.09	0.15	0.005
12.9	0.44	0.15	0.005
13.05	0.67	0.15	0.005
13.35	1.105	0.15	0.005
13.65	1.67	0.15	0.005
13.95	2.35	0.15	0.005
14.25	3.195	0.15	0.005
14.4	4.02	0.15	0.005
14.7	5.015	0.15	0.005
15	5.645	0.15	0.005
15.15	6.42	0.15	0.005
15.45	6.095	0.15	0.005
15.75	5.185	0.15	0.005
15.9	3.71	0.15	0.005
16.2	2.49	0.15	0.005
16.5	1.505	0.15	0.005
16.8	0.865	0.15	0.005
17.1	0.62	0.15	0.005
17.25	0.375	0.15	0.005
17.55	0.44	0.15	0.005
17.85	0.68	0.15	0.005
18.15	1.26	0.15	0.005
18.45	1.565	0.15	0.005
18.45	2.43	0.15	0.005
18.75	3.465	0.15	0.005
19.05	4.445	0.15	0.005
19.35	5.67	0.15	0.005
19.65	7.05	0.15	0.005
19.8	8.12	0.15	0.005
20.1	8.775	0.15	0.005
20.4	8.775	0.15	0.005
20.7	7.73	0.15	0.005
20.85	6.355	0.15	0.005
21.15	4.94	0.15	0.005
21.45	3.4	0.15	0.005
21.6	2.46	0.15	0.005
21.9	1.715	0.15	0.005
22.2	1.305	0.15	0.005
22.35	1.2	0.15	0.005
22.65	1.335	0.15	0.005
22.95	1.79	0.15	0.005
23.25	2.265	0.15	0.005
23.55	3.175	0.15	0.005
23.7	4.075	0.15	0.005
24	5.43	0.15	0.005
24.3	6.73	0.15	0.005
24.6	8.325	0.15	0.005
24.75	9.615	0.15	0.005
24.9	10.245	0.15	0.005
25.2	10.245	0.15	0.005
25.5	10.245	0.15	0.005
25.8	9.625	0.15	0.005
26.1	8.19	0.15	0.005
26.25	6.685	0.15	0.005
26.55	5.16	0.15	0.005
26.85	4.08	0.15	0.005
27.15	3.255	0.15	0.005
27.3	2.8	0.15	0.005
27.6	2.645	0.15	0.005
27.9	2.745	0.15	0.005
28.2	3.12	0.15	0.005
28.35	3.825	0.15	0.005
28.5	4.66	0.15	0.005
28.8	5.945	0.15	0.005
29.1	7.42	0.15	0.005
29.4	9.01	0.15	0.005
29.7	10.245	0.15	0.005
29.85	10.245	0.15	0.005
30.15	10.245	0.15	0.005
30.45	10.245	0.15	0.005
30.75	10.245	0.15	0.005
31.05	10.245	0.15	0.005
31.2	10.245	0.15	0.005
31.5	9.195	0.15	0.005
31.65	7.95	0.15	0.005
31.95	7.375	0.15	0.005
