0.3	0.64	0.15	0.005
1.2	0.04	0.15	0.005
1.35	0.05	0.15	0.005
1.35	0.045	0.15	0.005
1.5	0.065	0.15	0.005
1.8	0.015	0.15	0.005
1.95	0.005	0.15	0.005
2.25	0.05	0.15	0.005
2.55	0.055	0.15	0.005
3	-0.03	0.15	0.005
3.15	0.06	0.15	0.005
3.45	0.025	0.15	0.005
3.6	0.015	0.15	0.005
3.75	0.045	0.15	0.005
4.05	0.23	0.15	0.005
4.35	0.445	0.15	0.005
4.65	0.66	0.15	0.005
4.95	0.985	0.15	0.005
5.1	1.3	0.15	0.005
5.7	1.69	0.15	0.005
5.7	1.45	0.15	0.005
6	1.11	0.15	0.005
6.3	0.725	0.15	0.005
6.6	0.41	0.15	0.005
6.75	0.21	0.15	0.005
7.05	0.015	0.15	0.005
7.35	0.145	0.15	0.005
7.5	0.07	0.15	0.005
7.8	0.26	0.15	0.005
8.25	0.065	0.15	0.005
8.25	0.125	0.15	0.005
8.55	0.58	0.15	0.005
8.85	0.935	0.15	0.005
9.15	1.39	0.15	0.005
9.45	1.86	0.15	0.005
9.6	2.46	0.15	0.005
9.9	3.04	0.15	0.005
10.2	3.535	0.15	0.005
10.5	3.58	0.15	0.005
10.95	1.89	0.15	0.005
10.95	2.455	0.15	0.005
11.1	1.47	0.15	0.005
11.4	0.52	0.15	0.005
11.7	0.26	0.15	0.005
12	0.1	0.15	0.005
12.3	0.04	0.15	0.005
12.45	0.07	0.15	0.005
12.75	0.19	0.15	0.005
13.05	0.25	0.15	0.005
13.35	0.745	0.15	0.005
13.65	1.875	0.15	0.005
13.8	1.56	0.15	0.005
14.1	2.455	0.15	0.005
14.25	3.025	0.15	0.005
14.55	4.19	0.15	0.005
14.85	5.035	0.15	0.005
15	5.575	0.15	0.005
15.3	5.595	0.15	0.005
15.6	4.84	0.15	0.005
15.9	3.645	0.15	0.005
16.2	1.98	0.15	0.005
16.35	1.44	0.15	0.005
16.65	0.755	0.15	0.005
16.95	0.33	0.15	0.005
17.25	0.175	0.15	0.005
17.55	0.19	0.15	0.005
17.55	0.315	0.15	0.005
17.85	0.74	0.15	0.005
18.15	0.97	0.15	0.005
18.45	1.7	0.15	0.005
18.9	2.975	0.15	0.005
18.9	3.265	0.15	0.005
19.2	4.34	0.15	0.005
19.5	5.475	0.15	0.005
19.8	6.545	0.15	0.005
19.95	7.305	0.15	0.005
20.25	7.295	0.15	0.005
20.55	6.94	0.15	0.005
20.85	5.675	0.15	0.005
21	4.5	0.15	0.005
21.45	2.995	0.15	0.005
21.45	2.065	0.15	0.005
21.75	1.31	0.15	0.005
22.05	0.81	0.15	0.005
22.35	0.565	0.15	0.005
22.5	0.715	0.15	0.005
22.8	0.945	0.15	0.005
23.1	1.36	0.15	0.005
23.4	2.01	0.15	0.005
23.7	2.825	0.15	0.005
24	5.215	0.15	0.005
24.15	5.04	0.15	0.005
24.3	6.185	0.15	0.005
24.6	8.04	0.15	0.005
24.9	8.665	0.15	0.005
25.05	9.215	0.15	0.005
25.35	9.105	0.15	0.005
25.65	8.41	0.15	0.005
25.95	7.215	0.15	0.005
26.25	5.68	0.15	0.005
26.7	3.51	0.15	0.005
26.7	4.21	0.15	0.005
27	2.52	0.15	0.005
27.3	2.01	0.15	0.005
27.6	1.93	0.15	0.005
27.6	1.735	0.15	0.005
27.9	1.985	0.15	0.005
28.2	2.385	0.15	0.005
28.5	3.2	0.15	0.005
28.8	4.165	0.15	0.005
29.25	7.89	0.15	0.005
29.25	7.965	0.15	0.005
29.55	8.18	0.15	0.005
29.85	9.58	0.15	0.005
30.15	10.245	0.15	0.005
30.3	10.245	0.15	0.005
30.6	10.245	0.15	0.005
30.75	10.245	0.15	0.005
31.05	9.135	0.15	0.005
31.35	7.895	0.15	0.005
31.95	6.335	0.15	0.005
