0.15	0.25	0.15	0.005
0.9	0.22	0.15	0.005
0.6	0.28	0.15	0.005
0.9	0.29	0.15	0.005
1.2	0.155	0.15	0.005
1.5	0.145	0.15	0.005
1.65	0.15	0.15	0.005
1.95	0.175	0.15	0.005
2.25	0.19	0.15	0.005
2.55	0.195	0.15	0.005
2.85	0.395	0.15	0.005
3.15	0.445	0.15	0.005
3.3	0.515	0.15	0.005
3.6	0.63	0.15	0.005
3.9	0.765	0.15	0.005
4.2	0.98	0.15	0.005
4.35	1.12	0.15	0.005
4.65	1.45	0.15	0.005
4.8	1.8	0.15	0.005
5.1	2.185	0.15	0.005
5.4	2.38	0.15	0.005
5.7	2.25	0.15	0.005
6	1.96	0.15	0.005
6.3	1.47	0.15	0.005
6.45	1.055	0.15	0.005
6.75	0.79	0.15	0.005
7.05	0.675	0.15	0.005
7.35	0.695	0.15	0.005
7.65	0.605	0.15	0.005
7.65	0.815	0.15	0.005
7.95	0.965	0.15	0.005
8.25	1.34	0.15	0.005
8.55	1.72	0.15	0.005
8.85	2.13	0.15	0.005
9.15	2.815	0.15	0.005
9.3	3.465	0.15	0.005
9.6	4.16	0.15	0.005
9.9	4.875	0.15	0.005
10.2	5.365	0.15	0.005
10.35	5.195	0.15	0.005
10.65	4.43	0.15	0.005
10.95	3.22	0.15	0.005
11.1	2.155	0.15	0.005
11.4	1.3	0.15	0.005
11.7	0.96	0.15	0.005
11.85	0.94	0.15	0.005
12.15	1.03	0.15	0.005
12.45	1.175	0.15	0.005
12.75	1.5	0.15	0.005
13.05	1.96	0.15	0.005
13.2	2.485	0.15	0.005
13.5	2.91	0.15	0.005
13.8	3.635	0.15	0.005
14.1	4.46	0.15	0.005
14.4	5.425	0.15	0.005
14.55	6.42	0.15	0.005
14.7	7.365	0.15	0.005
15	8.205	0.15	0.005
15.3	8.06	0.15	0.005
15.6	7.035	0.15	0.005
15.75	5.32	0.15	0.005
16.05	3.775	0.15	0.005
16.35	2.615	0.15	0.005
16.65	1.65	0.15	0.005
16.95	1.335	0.15	0.005
17.1	1.31	0.15	0.005
17.4	1.555	0.15	0.005
17.7	1.91	0.15	0.005
17.85	2.47	0.15	0.005
18.15	3.13	0.15	0.005
18.45	4.095	0.15	0.005
18.6	5.06	0.15	0.005
18.9	6.16	0.15	0.005
19.2	7.425	0.15	0.005
19.5	8.545	0.15	0.005
19.65	9.775	0.15	0.005
19.95	10.245	0.15	0.005
20.25	10.245	0.15	0.005
20.55	9.765	0.15	0.005
20.85	8.14	0.15	0.005
21	6.475	0.15	0.005
21.15	4.825	0.15	0.005
21.45	3.545	0.15	0.005
21.75	2.695	0.15	0.005
22.05	2.37	0.15	0.005
22.2	2.395	0.15	0.005
22.5	2.61	0.15	0.005
22.8	3.125	0.15	0.005
23.1	3.86	0.15	0.005
23.4	4.76	0.15	0.005
23.55	5.87	0.15	0.005
23.85	7.135	0.15	0.005
24.15	8.77	0.15	0.005
24.45	10.125	0.15	0.005
24.6	10.245	0.15	0.005
24.75	10.245	0.15	0.005
25.05	10.245	0.15	0.005
25.35	10.245	0.15	0.005
25.65	10.245	0.15	0.005
25.95	10.13	0.15	0.005
26.1	8.225	0.15	0.005
26.4	6.505	0.15	0.005
26.7	5.23	0.15	0.005
27	4.31	0.15	0.005
27.3	4.06	0.15	0.005
27.45	4	0.15	0.005
27.75	4.03	0.15	0.005
27.9	4.96	0.15	0.005
28.2	5.79	0.15	0.005
28.5	6.71	0.15	0.005
28.65	8.03	0.15	0.005
28.95	9.585	0.15	0.005
29.25	10.245	0.15	0.005
29.55	10.245	0.15	0.005
29.7	10.245	0.15	0.005
30	10.245	0.15	0.005
30.3	10.245	0.15	0.005
30.6	10.245	0.15	0.005
30.9	10.245	0.15	0.005
30.9	10.245	0.15	0.005
31.2	10.245	0.15	0.005
31.5	9.605	0.15	0.005
31.8	8.3	0.15	0.005
31.95	8.265	0.15	0.005
