MIN=0	0	0	-0.1	0	0	
MAX=15	30	10	13	30	5	
SCALE=5	10	5	5	10	1	
DEC=1	2	2	2	2	2	
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Collector Current" I_A / nA	"Acceleration Voltage" U_2 / V	"Frequency" f / Hz	
0.1	0.03	-0.03	-0.03	0.3	NAN	
0.2	0.045	-0.025	-0.025	0.45	NAN	
0.3	0.075	-0.005	-0.005	0.75	NAN	
0.4	0.105	-0.02	-0.02	1.05	NAN	
0.5	0.135	-0.015	-0.015	1.35	NAN	
0.6	0.15	-0.01	-0.01	1.5	NAN	
0.7	0.18	-0.01	-0.01	1.8	NAN	
0.8	0.21	0.025	0.025	2.1	NAN	
0.9	0.24	0	0	2.4	NAN	
1	0.27	0.005	0.005	2.7	NAN	
1.1	0.3	0.05	0.05	3	NAN	
1.2	0.33	0.025	0.025	3.3	NAN	
1.3	0.345	0.05	0.05	3.45	NAN	
1.4	0.375	0.095	0.095	3.75	NAN	
1.5	0.405	0.235	0.235	4.05	NAN	
1.6	0.435	0.235	0.235	4.35	NAN	
1.7	0.45	0.605	0.605	4.5	NAN	
1.8	0.48	0.775	0.775	4.8	NAN	
1.9	0.51	1.065	1.065	5.1	NAN	
2	0.525	1.395	1.395	5.25	NAN	
2.1	0.555	1.38	1.38	5.55	NAN	
2.2	0.585	1.185	1.185	5.85	NAN	
2.3	0.615	0.925	0.925	6.15	NAN	
2.4	0.645	0.57	0.57	6.45	NAN	
2.5	0.66	0.33	0.33	6.6	NAN	
2.6	0.69	0.275	0.275	6.9	NAN	
2.7	0.72	0.125	0.125	7.2	NAN	
2.8	0.75	0.16	0.16	7.5	NAN	
2.9	0.78	0.13	0.13	7.8	NAN	
3	0.795	0.275	0.275	7.95	NAN	
3.1	0.81	0.24	0.24	8.1	NAN	
3.2	0.84	0.575	0.575	8.4	NAN	
3.3	0.87	0.865	0.865	8.7	NAN	
3.4	0.9	1.22	1.22	9	NAN	
3.5	0.93	1.66	1.66	9.3	NAN	
3.6	0.96	2.16	2.16	9.6	NAN	
3.7	0.975	2.72	2.72	9.75	NAN	
3.8	1.005	3.305	3.305	10.05	NAN	
3.9	1.035	3.5	3.5	10.35	NAN	
4	1.065	3.28	3.28	10.65	NAN	
4.1	1.095	2.45	2.45	10.95	NAN	
4.2	1.11	1.63	1.63	11.1	NAN	
4.3	1.125	1.005	1.005	11.25	NAN	
4.4	1.155	0.48	0.48	11.55	NAN	
4.5	1.185	0.405	0.405	11.85	NAN	
4.6	1.215	0.225	0.225	12.15	NAN	
4.7	1.245	0.245	0.245	12.45	NAN	
4.8	1.26	0.44	0.44	12.6	NAN	
4.9	1.29	0.645	0.645	12.9	NAN	
5	1.32	0.855	0.855	13.2	NAN	
5.1	1.35	1.255	1.255	13.5	NAN	
5.2	1.38	1.75	1.75	13.8	NAN	
5.3	1.395	2.4	2.4	13.95	NAN	
5.4	1.425	3.06	3.06	14.25	NAN	
5.5	1.455	3.905	3.905	14.55	NAN	
5.6	1.47	4.7	4.7	14.7	NAN	
5.7	1.5	5.335	5.335	15	NAN	
5.8	1.515	5.56	5.56	15.15	NAN	
5.9	1.545	5.01	5.01	15.45	NAN	
6	1.575	3.93	3.93	15.75	NAN	
6.1	1.605	2.805	2.805	16.05	NAN	
6.2	1.635	1.855	1.855	16.35	NAN	
6.3	1.65	1.135	1.135	16.5	NAN	
6.4	1.68	0.78	0.78	16.8	NAN	
6.5	1.71	0.515	0.515	17.1	NAN	
6.6	1.74	0.595	0.595	17.4	NAN	
6.7	1.77	0.65	0.65	17.7	NAN	
6.8	1.785	0.915	0.915	17.85	NAN	
6.9	1.8	1.39	1.39	18	NAN	
7	1.83	1.775	1.775	18.3	NAN	
7.1	1.86	2.595	2.595	18.6	NAN	
7.2	1.89	3.34	3.34	18.9	NAN	
7.3	1.92	4.345	4.345	19.2	NAN	
7.4	1.935	5.385	5.385	19.35	NAN	
7.5	1.965	6.44	6.44	19.65	NAN	
7.6	1.995	7.27	7.27	19.95	NAN	
7.7	2.025	7.575	7.575	20.25	NAN	
7.8	2.04	7.115	7.115	20.4	NAN	
7.9	2.07	6.145	6.145	20.7	NAN	
8	2.1	4.805	4.805	21	NAN	
8.1	2.13	3.52	3.52	21.3	NAN	
8.2	2.145	2.505	2.505	21.45	NAN	
8.3	2.16	1.515	1.515	21.6	NAN	
8.4	2.19	1.23	1.23	21.9	NAN	
8.5	2.22	1.055	1.055	22.2	NAN	
8.6	2.25	1.075	1.075	22.5	NAN	
8.7	2.28	1.31	1.31	22.8	NAN	
8.8	2.295	1.725	1.725	22.95	NAN	
8.9	2.325	2.365	2.365	23.25	NAN	
9	2.355	3.07	3.07	23.55	NAN	
9.1	2.385	4.02	4.02	23.85	NAN	
9.2	2.415	5.165	5.165	24.15	NAN	
9.3	2.43	6.325	6.325	24.3	NAN	
9.4	2.46	7.58	7.58	24.6	NAN	
9.5	2.475	8.7	8.7	24.75	NAN	
9.6	2.505	9.145	9.145	25.05	NAN	
9.7	2.535	9.275	9.275	25.35	NAN	
9.8	2.55	8.525	8.525	25.5	NAN	
9.9	2.58	7.435	7.435	25.8	NAN	
10	2.61	6.035	6.035	26.1	NAN	
10.1	2.64	4.685	4.685	26.4	NAN	
10.2	2.67	3.48	3.48	26.7	NAN	
10.3	2.685	2.75	2.75	26.85	NAN	
10.4	2.715	2.145	2.145	27.15	NAN	
10.5	2.745	1.935	1.935	27.45	NAN	
10.6	2.775	1.955	1.955	27.75	NAN	
10.7	2.805	2.165	2.165	28.05	NAN	
10.8	2.805	2.805	2.805	28.05	NAN	
10.9	2.835	3.48	3.48	28.35	NAN	
11	2.865	4.415	4.415	28.65	NAN	
11.1	2.895	5.62	5.62	28.95	NAN	
11.2	2.925	6.895	6.895	29.25	NAN	
11.3	2.94	8.31	8.31	29.4	NAN	
11.4	2.97	9.65	9.65	29.7	NAN	
11.5	3	10.245	10.245	30	NAN	
11.6	3.03	10.245	10.245	30.3	NAN	
11.7	3.045	10.245	10.245	30.45	NAN	
11.8	3.075	10.245	10.245	30.75	NAN	
11.9	3.105	9.19	9.19	31.05	NAN	
12	3.135	7.65	7.65	31.35	NAN	
12.1	3.15	6.57	6.57	31.5	NAN	
12.2	3.18	5.5	5.5	31.8	NAN	
12.3	3.195	5.23	5.23	31.95	NAN	
