MIN=0	0	0	-0.1	0	0	
MAX=15	30	10	13	30	5	
SCALE=5	10	5	5	10	1	
DEC=1	2	2	2	2	2	
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Collector Current" I_A / nA	"Acceleration Voltage" U_2 / V	"Frequency" f / Hz	
10.7	2.805	2.63	2.63	28.05	NAN	
10.858	2.835	3.365	3.365	28.35	NAN	
10.9	2.835	3.885	3.885	28.35	NAN	
11	2.865	5.02	5.02	28.65	NAN	
11.1	2.895	6.205	6.205	28.95	NAN	
11.2	2.925	7.525	7.525	29.25	NAN	
11.3	2.955	9.08	9.08	29.55	NAN	
11.4	2.97	10.245	10.245	29.7	NAN	
11.5	3	10.245	10.245	30	NAN	
11.6	3.03	10.245	10.245	30.3	NAN	
11.7	3.06	10.245	10.245	30.6	NAN	
11.871	3.09	9.45	9.45	30.9	NAN	
11.9	3.105	9.84	9.84	31.05	NAN	
12	3.135	8.51	8.51	31.35	NAN	
12.1	3.165	7.265	7.265	31.65	NAN	
12.2	3.18	5.965	5.965	31.8	NAN	
12.3	3.195	6.03	6.03	31.95	NAN	
12.4	3.195	6.035	6.035	31.95	NAN	
12.5	3.195	6.03	6.03	31.95	NAN	
12.6	3.195	5.895	5.895	31.95	NAN	
12.7	3.195	5.97	5.97	31.95	NAN	
12.885	3.195	5.91	5.91	31.95	NAN	
12.9	3.195	5.78	5.78	31.95	NAN	
13	3.195	5.765	5.765	31.95	NAN	
13.1	3.195	5.92	5.92	31.95	NAN	
13.2	3.195	5.9	5.9	31.95	NAN	
13.3	3.195	5.945	5.945	31.95	NAN	
13.4	3.195	5.97	5.97	31.95	NAN	
13.5	3.195	5.825	5.825	31.95	NAN	
13.6	3.195	5.64	5.64	31.95	NAN	
13.7	3.195	5.615	5.615	31.95	NAN	
13.899	3.195	5.76	5.76	31.95	NAN	
13.914	3.195	4.99	4.99	31.95	NAN	
14	3.195	5.785	5.785	31.95	NAN	
14.1	3.195	5.73	5.73	31.95	NAN	
14.2	3.195	5.71	5.71	31.95	NAN	
14.3	3.195	5.705	5.705	31.95	NAN	
14.4	3.195	5.725	5.725	31.95	NAN	
14.5	3.195	5.715	5.715	31.95	NAN	
14.6	3.195	5.5	5.5	31.95	NAN	
14.7	3.195	5.675	5.675	31.95	NAN	
14.913	3.195	5.02	5.02	31.95	NAN	
14.928	3.195	5.745	5.745	31.95	NAN	
15	3.195	5.6	5.6	31.95	NAN	
